"SNo","Title","URL","Selling Price","MRP","Margin","Margin %"
"117","Himalaya Baby Lotion 200 ml","https://www.bestprice.in/bestprice/Personal-care/Baby-Care/Baby-Cream-%26-Lotions/Baby-Lotion/HIMALAYA/p/000000000000019291","132.0","165.0","33.0","20.0"
"118","Great Value Moong Dal 12 N (16 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/GREAT-VALUE/p/000000000000003975","48.38","60.0","11.62","19.37"
"119","Dabur Almond Hair Oil 100 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Oil-%26-Serums/DABUR/p/000000000000013371","62.73","69.0","6.27","9.09"
"120","Dabur Red Toothpaste 200 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/DABUR/p/000000000000010366","90.91","100.0","9.09","9.09"
"121","Himalaya Gentle Baby Shampoo 200 ml","https://www.bestprice.in/bestprice/Personal-care/Baby-Care/Baby-Soaps-%26-Shampoos/Baby-Shampoo/HIMALAYA/p/000000000000020581","136.0","170.0","34.0","20.0"
"122","Colgate Max Fresh Blue Toothpaste 300 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/COLGATE-MAX-FRESH/p/000000000000040266","161.82","178.0","16.18","9.09"
"123","Tresemme Hair Fall Defense Conditioner 12 N (7 ml Each)","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/TRESEMME/p/000000000000019460","40.0","48.0","8.0","16.67"
"124","Colgate Toothpaste 500 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/COLGATE-DENTAL-CREAM/p/000000000000017002","197.27","217.0","19.73","9.09"
"125","Joy Honey & Almond Body Lotion 500 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Body-Lotions/JOY/p/000000000000013369","220.5","315.0","94.5","30.0"
"126","Great Value Masala Papad 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/GREAT-VALUE/p/000000000000004660","55.8","62.0","6.2","10.0"
"127","Himalaya Baby Cream 100 ml","https://www.bestprice.in/bestprice/Personal-care/Baby-Care/Baby-Cream-%26-Lotions/HIMALAYA/p/000000000000019290","112.0","140.0","28.0","20.0"
"128","Fogg Punch Body Spray 120 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/FOGG/p/000000000000024762","125.0","230.0","105.0","45.65"
"129","Unibic Choco Cookies Hazelnut, 12 N (36 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Crackers%2C-Sweet-%26-Salty/UNIBIC/p/000000000000033008","53.0","60.0","7.0","11.67"
"130","Cadbury Chocobakes Cakes 6 N (21 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Bakery/Cakes%2C-Muffins-%26-Brownies/CADBURY/p/000000000000040931","54.55","60.0","5.45","9.08"
"131","Mamaearth Ubtan Tan Removal Face Wash 100 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Face-Washes/MAMAEARTH/p/000000000000044126","186.75","249.0","62.25","25.0"
"132","Parle Kaccha Mango Bite Candy 100 N (Rs. 0.50 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/PARLE/p/000000000000010470","43.48","50.0","6.52","13.04"
"133","Nilon's Pickle Red Chilli, 150 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Pickles/NILONS-PICKLE/p/000000000000011582","58.04","65.0","6.96","10.71"
"134","Unibic Biscuits Chocolate Chip Cookies, 75 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Crackers%2C-Sweet-%26-Salty/UNIBIC/p/000000000000015793","27.0","30.0","3.0","10.0"
"135","Alpenliebe Gold Caramel Pouch 156 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/ALPENLIEBE-GOLD/p/000000000000023404","43.48","50.0","6.52","13.04"
"136","Great Value Kara Boondi 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/GREAT-VALUE/p/000000000000004866","35.0","50.0","15.0","30.0"
"137","Amul Chocominis Tub 250 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/AMUL/p/000000000000044481","116.07","130.0","13.93","10.72"
"138","Pond's Cold Cream 100 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Skin-Creams/PONDS/p/000000000000011378","135.0","149.0","14.0","9.4"
"139","Unibic Fruit & Nut Cookies 500 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Crackers%2C-Sweet-%26-Salty/UNIBIC/p/000000000000043035","89.0","165.0","76.0","46.06"
"140","Dettol Original Liquid Hand Wash Refill, 175 ml","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Hand-Wash/DETTOL/p/000000000000013711","36.4","40.0","3.6","9.0"
"141","Santoor Mild Handwash 750 ml","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Hand-Wash/SANTOOR/p/000000000000016529","99.09","109.0","9.91","9.09"
"142","Himalaya Purifying Neem Face Wash 200 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Face-Washes/HIMALAYA/p/000000000000016443","190.91","210.0","19.09","9.09"
"143","Santoor Classic Handwash 750 ml","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Hand-Wash/SANTOOR/p/000000000000017094","99.09","109.0","9.91","9.09"
"144","Great Value 1.5 L Krystal Mug 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Houseware/All-Bathroom-Accessories/GREAT-VALUE/p/000000000000004180","35.0","70.0","35.0","50.0"
"145","Great Value Khatta Meetha Papad 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/GREAT-VALUE/p/000000000000004661","47.7","53.0","5.3","10.0"
"146","Paree Super Soft XL Sanitary Napkin 6 N","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/PAREE/p/000000000000020363","26.18","34.0","7.82","23.0"
"147","Agarwal 420 Papad Moong Sada, 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/AGARWAL-420/p/000000000000011541","84.41","105.0","20.59","19.61"
"148","Dukes Cream 4 Fun Milk Biscuits 10 N (40 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cream-Biscuits/DUKES/p/000000000000011409","40.0","50.0","10.0","20.0"
"149","Brut Deodorant Original, 200 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/BRUT/p/000000000000035203","150.0","299.0","149.0","49.83"
"150","Great Value Aloo Bhujia 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/GREAT-VALUE/p/000000000000003972","41.26","50.0","8.74","17.48"
"151","Parle Hide And Seek Biscuits Bourbon, 150 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cream-Biscuits/PARLE/p/000000000000014358","27.27","30.0","2.73","9.1"
"152","Parle Hide & Seek Cream Biscuit Vanilla, 100 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cream-Biscuits/PARLE-HIDE-%26-SEEK/p/000000000000023880","27.27","30.0","2.73","9.1"
"153","Ruchi Nutrela Soya Chunks 200 g","https://www.bestprice.in/bestprice/Rice%2C-Atta-%26-Dals/Dals-%26-Pulses/Soya-Chunks/RUCHI-NUTRELA/p/000000000000025557","59.3","60.0","0.7","1.17"
"154","Dabur Awaleha Chyawanprash 950 kg","https://www.bestprice.in/bestprice/Health-%26-OTC/Energy-%26-Health/DABUR/p/000000000000010816","328.95","375.0","46.05","12.28"
"155","Gillette Shave Cream Regular, 70 g","https://www.bestprice.in/bestprice/Personal-care/Shaving-Needs/Shaving-Creams%2C-Gels-%26-Foams/GILLETTE/p/000000000000021478","66.96","75.0","8.04","10.72"
"156","Great Value Moong Dal 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/GREAT-VALUE/p/000000000000003976","47.83","55.0","7.17","13.04"
"157","Great Value 17.77 cm Masala Moong Papad 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/GREAT-VALUE/p/000000000000004585","63.0","70.0","7.0","10.0"
"158","Great Value Navratan Mix 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/GREAT-VALUE/p/000000000000004149","43.48","50.0","6.52","13.04"
"159","Dabur Gulabari Face Freshener Spray, 100 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Face-Washes/Cleansers/DABUR/p/000000000000010826","68.18","75.0","6.82","9.09"
"160","Great Value Printed Mug 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Houseware/All-Bathroom-Accessories/GREAT-VALUE/p/000000000000003675","30.0","45.0","15.0","33.33"
"161","Garnier Natural Darkest Brown Hair Colour Shade No 3 70 ml + 60 g","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Colors-%26-Dyes/Hair-Color/GARNIER/p/000000000000010475","160.71","180.0","19.29","10.72"
"162","Aashirvaad Gulab Jamun Mix 200 g","https://www.bestprice.in/bestprice/Rice%2C-Atta-%26-Dals/Atta-%26-Flours/Instant-Mixes/AASHIRVAAD/p/000000000000026339","99.1","130.0","30.9","23.77"
"163","Great Value Roasted Vermicelli 500 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Noodles%2C-Pasta-%26-Vermicelli/GREAT-VALUE/p/000000000000004610","58.5","65.0","6.5","10.0"
"164","Red Label Tea Natural Care 1 kg","https://www.bestprice.in/bestprice/Beverages/Tea-%26-Coffee/Tea-%26-Iced-Tea/RED-LABEL/p/000000000000018375","551.4","590.0","38.6","6.54"
"165","Universal Tea Strainer Size 8 cm, 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Kitchen-%26-Tableware/Cutlery-%26-Kitchen-Tools/UNIVERSAL/p/000000000000010712","33.0","40.0","7.0","17.5"
"166","Great Value Elbow Pasta 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Noodles%2C-Pasta-%26-Vermicelli/GREAT-VALUE/p/000000000000003213","120.0","200.0","80.0","40.0"
"167","Great Value Naphthalene Balls 200 g","https://www.bestprice.in/bestprice/Home-care/House-%26-Kitchen-Cleaning/Naphthalene-Balls/GREAT-VALUE/p/000000000000004673","68.0","85.0","17.0","20.0"
"168","Oral B All Rounder Tooth Brush Cavity Defense 123, 2 N","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Brush/ORAL-B/p/000000000000015846","100.0","120.0","20.0","16.67"
"169","Smith Jones Paste Ginger Garlic 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Pickles/SMITH-%26-JONES/p/000000000000025416","45.12","48.0","2.88","6.0"
"170","Great Value Fusilli Pasta 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Noodles%2C-Pasta-%26-Vermicelli/GREAT-VALUE/p/000000000000003212","120.0","200.0","80.0","40.0"
"171","Oral B Toothbrush Cross Action Medium, 6N","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Brush/ORAL-B/p/000000000000010704","82.5","99.0","16.5","16.67"
"172","Unibic Kesar Cashew Badam, 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Crackers%2C-Sweet-%26-Salty/UNIBIC/p/000000000000022986","38.0","50.0","12.0","24.0"
"173","Garnier Colour Natural Darkest Brown Hair Colour Shade No.3 35 ml + 30 g","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Colors-%26-Dyes/Hair-Color/GARNIER/p/000000000000012512","71.79","80.0","8.21","10.26"
"174","Great Value Plain Vermicelli 500 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Noodles%2C-Pasta-%26-Vermicelli/GREAT-VALUE/p/000000000000004611","45.0","50.0","5.0","10.0"
"175","Colgate Toothbrush 12 N","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Brush/COLGATE-SUPER-FLEXI/p/000000000000017001","185.19","250.0","64.81","25.92"
"176","Great Value 17.77 cm Masala Urad Papad 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/GREAT-VALUE/p/000000000000004581","63.0","70.0","7.0","10.0"
"177","Paree Super Dry Ultra Tri-Fold XL Sanitary Pad 6 N","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/PAREE/p/000000000000042924","23.1","30.0","6.9","23.0"
"178","Gala 2 In 1 No Dust Broom 1 N","https://www.bestprice.in/bestprice/Home-care/House-%26-Kitchen-Cleaning/Cleaning-Tools/GALA/p/000000000000039544","249.0","300.0","51.0","17.0"
"179","Himalaya Baby Soap 75 g","https://www.bestprice.in/bestprice/Personal-care/Baby-Care/Baby-Soaps-%26-Shampoos/Baby-Soap/HIMALAYA/p/000000000000023858","40.0","50.0","10.0","20.0"
"180","Parle Monaco Biscuit 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Crackers%2C-Sweet-%26-Salty/PARLE-MONACO/p/000000000000046155","54.55","60.0","5.45","9.08"
"181","Joy Body Lotion Skin Fruits, 300 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Body-Lotions/JOY/p/000000000000022230","176.0","220.0","44.0","20.0"
"182","Great Value 17.77 cm Chana Papad 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/GREAT-VALUE/p/000000000000004583","63.0","70.0","7.0","10.0"
"183","Great Value Aloo Bhujia 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/GREAT-VALUE/p/000000000000003971","225.0","250.0","25.0","10.0"
"184","Cadbury Dairy Milk Fruit & Nut Chocolate Bar 36 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/CADBURY/p/000000000000011832","35.71","40.0","4.29","10.72"
"185","Cinthol Lime Soap 12 N (55 g Each)","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Bar-Soap/CINTHOL/p/000000000000020482","105.5","120.0","14.5","12.08"
"186","Amul Diced Mozzarella Cheese 1 kg","https://www.bestprice.in/bestprice/Dairy%2C-Fresh-%26-Frozen/Dairy/Cheese-And-Paneer/AMUL/p/000000000000019601","436.0","465.0","29.0","6.24"
"187","Parle Krackjack Biscuit 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Crackers%2C-Sweet-%26-Salty/PARLE-KRACKJACK/p/000000000000046154","54.55","60.0","5.45","9.08"
"188","Cadbury Choclairs Gold 115 N","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/CHOCOLAIRS/p/000000000000023861","181.82","200.0","18.18","9.09"
"189","Dukes Rolli Polli Lollipop Jar 100 N (10 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/DUKES/p/000000000000014904","173.91","200.0","26.09","13.05"
"190","Parachute Natural Jasmine Hair Oil 3 N (90 ml Each)","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Oil-%26-Serums/PARACHUTE/p/000000000000010403","109.09","126.0","16.91","13.42"
"191","Tresemme Hairfall Shampoo Sachet 5.5 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/Shampoo/TRESEMME/p/000000000000040509","25.38","32.0","6.62","20.69"
"192","Rewa Diamond Mogra Rice 10 kg","https://www.bestprice.in/bestprice/Rice%2C-Atta-%26-Dals/Rice-%26-Rice-Products/Basmati/-/p/000000000000034938","297.2","387.0","89.8","23.2"
"193","Dabur Amla Hair Oil 180 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Oil-%26-Serums/DABUR/p/000000000000010362","81.82","90.0","8.18","9.09"
"194","Nupur Hair Mehendi 120 g","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Colors-%26-Dyes/Henna/NUPUR/p/000000000000010605","65.22","75.0","9.78","13.04"
"195","Colgate Toothbrush 2 N","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Brush/COLGATE-360/p/000000000000022530","114.29","160.0","45.71","28.57"
"196","Ruchi Cloth clip 36N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Houseware/Other-House-Utilities/RUCHI-HOUSEWARES/p/000000000000010892","99.0","120.0","21.0","17.5"
"197","Dabur Amla Hair Oil 90 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Oil-%26-Serums/DABUR/p/000000000000010361","42.73","47.0","4.27","9.09"
"198","Colgate Max Fresh Blue Toothpaste 150 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/COLGATE-MAX-FRESH/p/000000000000010392","90.0","99.0","9.0","9.09"
"199","Dabur Red Toothpaste 200 + 200 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/DABUR/p/000000000000012140","162.73","179.0","16.27","9.09"
"200","Sofy Sanitary Napkin XL With Wings, 48 N","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/SOFY/p/000000000000016444","356.25","399.0","42.75","10.71"
"201","Colgate Vedshakti Mouth Protect Spray 10 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Mouth-Wash/COLGATE/p/000000000000042763","86.09","99.0","12.91","13.04"
"202","Dabur Honey 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Honey/DABUR/p/000000000000010436","383.93","430.0","46.07","10.71"
"203","Parle Melody Toffee 50 N (Rs. 1 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/PARLE-MELODY/p/000000000000010471","43.48","50.0","6.52","13.04"
"204","Colgate Zig Zag Toothbrush 2 N","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Brush/COLGATE-ZIG-ZAG/p/000000000000013393","56.0","70.0","14.0","20.0"
"205","Bikano Namkeen Sahi Mix, 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/BIKANO/p/000000000000032360","223.94","297.0","73.06","24.6"
"206","Brut Deodorant Musk, 200 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/BRUT/p/000000000000035202","150.0","299.0","149.0","49.83"
"207","Bikano Navratan Mix 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/BIKANO/p/000000000000012871","209.95","247.0","37.05","15.0"
"208","Cadbury Dairy Milk Chocolate Family Pack, 130 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/CADBURY/p/000000000000036451","89.29","100.0","10.71","10.71"
"209","Funfoods Original Veg Mayo 875 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Jams%2C-Spreads-%26-Mayonnaise/FUN-FOOD/p/000000000000044254","169.56","195.0","25.44","13.05"
"210","Great Value Dishwash Gel 2 N (500 ml Each)","https://www.bestprice.in/bestprice/Home-care/House-%26-Kitchen-Cleaning/Dishwash/Dishwash-Liquid-%26-Gel/GREAT-VALUE/p/000000000000004157","110.0","200.0","90.0","45.0"
"211","Great Value Garlic Mixture 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/GREAT-VALUE/p/000000000000004930","164.72","250.0","85.28","34.11"
"212","Unibic Orange Cookies 12 N (Rs.5 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Crackers%2C-Sweet-%26-Salty/UNIBIC/p/000000000000019746","53.0","60.0","7.0","11.67"
"213","Whisper Ultra Clean Sanitary Pads XL With Wings, 44 N","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/WHISPER/p/000000000000020812","412.28","470.0","57.72","12.28"
"214","Aashirvaad Select Atta 5 kg","https://www.bestprice.in/bestprice/Rice%2C-Atta-%26-Dals/Atta-%26-Flours/Atta/AASHIRVAAD/p/000000000000026723","263.9","305.0","41.1","13.48"
"215","McVities Oat Cookies 600 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Health-%26-Marie/MC-VITIES/p/000000000000044138","119.0","210.0","91.0","43.33"
"216","Great Value Roasted Vermicelli 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Noodles%2C-Pasta-%26-Vermicelli/GREAT-VALUE/p/000000000000004586","76.5","85.0","8.5","10.0"
"217","Cadbury Oreo Vanilla Multipack, 300 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cream-Biscuits/CADBURY-OREO/p/000000000000023807","72.73","80.0","7.27","9.09"
"218","Amul Table Butter Munna Pack 50 N (20 g Each)","https://www.bestprice.in/bestprice/Dairy%2C-Fresh-%26-Frozen/Dairy/Butter-%26-Margarine/AMUL/p/000000000000013198","463.49","505.0","41.51","8.22"
"219","Wingreens Pizza Pasta Sauce 450 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Sauces-%26-Ketchup/WINGREENS/p/000000000000025406","126.65","149.0","22.35","15.0"
"220","Tea Valley Utsah Tea 1 kg","https://www.bestprice.in/bestprice/Beverages/Tea-%26-Coffee/Tea-%26-Iced-Tea/TEA-VALLEY/p/000000000000035935","224.15","260.0","35.85","13.79"
"221","Zandu Balm 25 ml","https://www.bestprice.in/bestprice/Health-%26-OTC/Balms-%26-Sprays/ZANDU/p/000000000000011433","75.22","85.0","9.78","11.51"
"222","Great Value Kewda Agarbatti 100 N","https://www.bestprice.in/bestprice/Home-care/Pooja-Needs/Agarbatti-%26-Dhoop/GREAT-VALUE/p/000000000000004212","40.0","50.0","10.0","20.0"
"223","Himalaya Baby Powder 100 g","https://www.bestprice.in/bestprice/Personal-care/Baby-Care/Baby-Oil-%26-Powder/Baby-Powder/HIMALAYA/p/000000000000035339","57.6","72.0","14.4","20.0"
